id,u,v,x1,x2,epsilon,y
1,0.0,0.0,0.3745401188473625,0.2405243858244983,0.8986178395986469,1.1391422254231454
2,0.2,0.0,0.9507143064099162,1.8330204154133767,-1.3683630920540222,0.5849772275810867
3,0.4,0.0,0.7319939418114051,1.2524618938307137,0.19948529944291313,1.6807418894652935
4,0.6000000000000001,0.0,0.5986584841970366,0.46942253848334525,-0.08094820624384338,0.7124239386020184
5,0.8,0.0,0.15601864044243652,1.4141146493663557,0.07890283114456365,1.8976905667563602
6,1.0,0.0,0.15599452033620265,0.5167296855628991,-0.4613722147467896,0.5255856726500882
7,1.2000000000000002,0.0,0.05808361216819946,0.4875199911079168,0.5204878447742322,1.5282636363879525
8,1.4000000000000001,0.0,0.8661761457749352,-0.23911608114861066,-0.817928009687607,-0.5022745560376494
9,1.6,0.0,0.6011150117432088,-0.44404369854413983,-0.5338549293920343,-0.4037556385948038
10,1.8,0.0,0.7080725777960455,-0.5479934293152485,-0.6538799136521003,-0.6227840293890963
11,2.0,0.0,0.020584494295802447,-1.1530541881734702,0.8639466372698691,0.2815263588734911
12,2.2,0.0,0.9699098521619943,-0.8707698432104832,-0.011723503209193423,-0.33241248601161105
13,2.4000000000000004,0.0,0.8324426408004217,-0.7948469562477342,-0.460832339796763,-0.7367053972617961
14,2.6,0.0,0.21233911067827616,-0.6823934063438177,-0.3734296950161807,-0.5767702717144281
15,2.8000000000000003,0.0,0.18182496720710062,-0.5435667287455521,0.0038806166804070605,-0.10747972174452208
16,3.0,0.0,0.18340450985343382,0.198717430024165,1.6221749188698538,2.20131495541208
17,3.2,0.0,0.3042422429595377,0.8445441093027092,-1.236520336346672,-0.06623848815619571
18,3.4000000000000004,0.0,0.5247564316322378,0.8173274481015402,0.6755099976797855,1.7630223819419704
19,3.6,0.0,0.43194501864211576,-0.32627125021779946,0.47186233803100786,0.3613347957904293
20,3.8000000000000003,0.0,0.2912291401980419,-0.28542610712953587,-0.8829653984467758,-1.0041002001534265
21,4.0,0.0,0.6118528947223795,-1.2211478580110373,1.4668732901546866,0.3632824826021439
22,4.2,0.0,0.13949386065204183,-1.6232753860922133,0.5392804508806763,-1.0069143473552626
23,4.4,0.0,0.29214464853521815,-2.0554985032165467,-0.5077333032297566,-2.5190568601241417
24,4.6000000000000005,0.0,0.3663618432936917,-1.845551942053423,-1.85941332594626,-3.6850700770264946
25,4.800000000000001,0.0,0.45606998421703593,-1.5928706505848025,0.22914683449911255,-1.358710486743118
26,5.0,0.0,0.7851759613930136,-0.5524919703367228,-0.04474558475598321,-0.597237555092706
27,5.2,0.0,0.19967378215835974,0.5207772048491202,-1.0307129312661192,-0.5049223970744269
28,5.4,0.0,0.5142344384136116,0.7915310173685184,-1.0436144101356368,-0.23218820179393007
29,5.6000000000000005,0.0,0.5924145688620425,1.8085642419846581,0.8685098671195047,2.7212490554263242
30,5.800000000000001,0.0,0.046450412719997725,2.5697752189478984,-1.955694907320995,0.6911608994831782
31,6.0,0.0,0.6075448519014384,1.0782651591788075,0.3142827550730362,1.5101049647103384
32,6.2,0.0,0.17052412368729153,-0.622819554012483,-0.1874369753108615,-0.6459652239004592
33,6.4,0.0,0.06505159298527952,-1.0876792494746181,0.4971548283534393,-0.3747807131439577
34,6.6000000000000005,0.0,0.9488855372533332,-1.0605426507107345,-0.29430500986020125,-1.0846627244102907
35,6.800000000000001,0.0,0.9656320330745594,-0.41605760086157395,0.29327496526031455,0.2029551032865078
36,7.0,0.0,0.8083973481164611,0.1533986552621599,-0.7427748445287092,-0.20895358274848796
37,7.2,0.0,0.3046137691733707,2.0476907282245382,-0.049204916173368494,2.430692202371793
38,7.4,0.0,0.09767211400638387,1.9939282463059973,0.4890838781507426,2.9620649541023103
39,7.6000000000000005,0.0,0.6842330265121569,-0.01084070487378822,0.15087187127547017,0.6590050651843833
40,7.800000000000001,0.0,0.4401524937396013,1.0367216655380247,0.3803068424015443,1.9671093683476348
41,8.0,0.0,0.12203823484477883,-0.5035113718357366,-0.9279212994516468,-0.8607987615102912
42,8.200000000000001,0.0,0.4951769101112702,1.3585694086225435,-0.590674561884852,1.346984160315944
